DateTime, MainStage, SubStage, MetaData, CPU (%), Used Memory (MB), Max Heap (MB)
Wed Sep 10 11:34:42 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.04, 4294.97
Wed Sep 10 11:34:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.04, 4294.97
Wed Sep 10 11:34:44 IST 2025, Tagging ..., <not set>, <not set>, 0.15, 288.05, 4294.97
Wed Sep 10 11:34:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.05, 4294.97
Wed Sep 10 11:34:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.06, 4294.97
Wed Sep 10 11:34:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.07, 4294.97
Wed Sep 10 11:34:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.07, 4294.97
Wed Sep 10 11:34:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.08, 4294.97
Wed Sep 10 11:34:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.08, 4294.97
Wed Sep 10 11:34:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.09, 4294.97
Wed Sep 10 11:34:52 IST 2025, Tagging ..., <not set>, <not set>, 0.06, 288.09, 4294.97
Wed Sep 10 11:34:53 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.09, 4294.97
Wed Sep 10 11:34:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.10, 4294.97
Wed Sep 10 11:34:55 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.11, 4294.97
Wed Sep 10 11:34:56 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.11, 4294.97
Wed Sep 10 11:34:57 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.12, 4294.97
Wed Sep 10 11:34:58 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.12, 4294.97
Wed Sep 10 11:34:59 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.13, 4294.97
Wed Sep 10 11:35:00 IST 2025, Tagging ..., <not set>, <not set>, 0.04, 288.13, 4294.97
Wed Sep 10 11:35:01 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 288.14, 4294.97
Wed Sep 10 11:35:02 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 288.14, 4294.97
Wed Sep 10 11:35:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.15, 4294.97
Wed Sep 10 11:35:04 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.15, 4294.97
Wed Sep 10 11:35:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.16, 4294.97
Wed Sep 10 11:35:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.16, 4294.97
Wed Sep 10 11:35:07 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.17, 4294.97
Wed Sep 10 11:35:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.17, 4294.97
Wed Sep 10 11:35:09 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.18, 4294.97
Wed Sep 10 11:35:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.18, 4294.97
Wed Sep 10 11:35:11 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.19, 4294.97
Wed Sep 10 11:35:12 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.20, 4294.97
Wed Sep 10 11:35:13 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.20, 4294.97
Wed Sep 10 11:35:14 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.20, 4294.97
Wed Sep 10 11:35:15 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.21, 4294.97
Wed Sep 10 11:35:16 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.21, 4294.97
Wed Sep 10 11:35:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.22, 4294.97
Wed Sep 10 11:35:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.23, 4294.97
Wed Sep 10 11:35:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.23, 4294.97
Wed Sep 10 11:35:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.24, 4294.97
Wed Sep 10 11:35:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.24, 4294.97
Wed Sep 10 11:35:22 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.25, 4294.97
Wed Sep 10 11:35:23 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.25, 4294.97
Wed Sep 10 11:35:24 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.25, 4294.97
Wed Sep 10 11:35:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.26, 4294.97
Wed Sep 10 11:35:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.27, 4294.97
Wed Sep 10 11:35:28 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.27, 4294.97
Wed Sep 10 11:35:29 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.28, 4294.97
Wed Sep 10 11:35:30 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.28, 4294.97
Wed Sep 10 11:35:31 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.29, 4294.97
Wed Sep 10 11:35:32 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.29, 4294.97
Wed Sep 10 11:35:33 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.30, 4294.97
Wed Sep 10 11:35:34 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.30, 4294.97
Wed Sep 10 11:35:35 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.31, 4294.97
Wed Sep 10 11:35:36 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.31, 4294.97
Wed Sep 10 11:35:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.32, 4294.97
Wed Sep 10 11:35:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.32, 4294.97
Wed Sep 10 11:35:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.33, 4294.97
Wed Sep 10 11:35:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.33, 4294.97
Wed Sep 10 11:35:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.34, 4294.97
Wed Sep 10 11:35:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.34, 4294.97
Wed Sep 10 11:35:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.35, 4294.97
Wed Sep 10 11:45:07 IST 2025, Tagging ..., <not set>, <not set>, 0.00, 288.35, 4294.97
Wed Sep 10 11:45:08 IST 2025, Tagging ..., <not set>, <not set>, 0.08, 288.36, 4294.97
Wed Sep 10 11:45:09 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 288.36, 4294.97
Wed Sep 10 11:45:10 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 288.37, 4294.97
Wed Sep 10 11:45:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.37, 4294.97
Wed Sep 10 11:45:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.38, 4294.97
Wed Sep 10 11:45:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.38, 4294.97
Wed Sep 10 11:45:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.39, 4294.97
Wed Sep 10 11:45:15 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 288.39, 4294.97
Wed Sep 10 11:45:16 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 288.40, 4294.97
Wed Sep 10 11:45:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.40, 4294.97
Wed Sep 10 11:45:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.41, 4294.97
Wed Sep 10 11:45:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.41, 4294.97
Wed Sep 10 11:45:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.42, 4294.97
Wed Sep 10 11:45:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.42, 4294.97
Wed Sep 10 11:45:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.43, 4294.97
Wed Sep 10 11:45:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.44, 4294.97
Wed Sep 10 11:45:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.44, 4294.97
Wed Sep 10 11:45:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.44, 4294.97
Wed Sep 10 11:45:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.45, 4294.97
Wed Sep 10 11:45:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.45, 4294.97
Wed Sep 10 11:45:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.46, 4294.97
Wed Sep 10 11:45:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.46, 4294.97
Wed Sep 10 11:45:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.47, 4294.97
Wed Sep 10 11:45:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.48, 4294.97
Wed Sep 10 11:45:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.48, 4294.97
Wed Sep 10 11:45:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.48, 4294.97
Wed Sep 10 11:45:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.49, 4294.97
Wed Sep 10 11:45:35 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.49, 4294.97
Wed Sep 10 11:45:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.50, 4294.97
Wed Sep 10 11:45:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.51, 4294.97
Wed Sep 10 11:45:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.51, 4294.97
Wed Sep 10 11:45:39 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.52, 4294.97
Wed Sep 10 11:45:40 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.52, 4294.97
Wed Sep 10 11:45:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.53, 4294.97
Wed Sep 10 11:45:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.53, 4294.97
Wed Sep 10 11:45:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.54, 4294.97
Wed Sep 10 11:45:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.54, 4294.97
Wed Sep 10 11:45:45 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.55, 4294.97
Wed Sep 10 11:45:46 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.55, 4294.97
Wed Sep 10 11:45:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.56, 4294.97
Wed Sep 10 11:45:48 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.56, 4294.97
Wed Sep 10 11:45:49 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.57, 4294.97
Wed Sep 10 11:45:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.57, 4294.97
Wed Sep 10 11:45:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.58, 4294.97
Wed Sep 10 11:45:52 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.58, 4294.97
Wed Sep 10 11:45:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.59, 4294.97
Wed Sep 10 11:45:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.59, 4294.97
Wed Sep 10 11:45:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.60, 4294.97
Wed Sep 10 11:45:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.60, 4294.97
Wed Sep 10 11:45:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.61, 4294.97
Wed Sep 10 11:45:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.61, 4294.97
Wed Sep 10 11:45:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.62, 4294.97
Wed Sep 10 11:46:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.62, 4294.97
Wed Sep 10 11:46:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.63, 4294.97
Wed Sep 10 11:46:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.63, 4294.97
Wed Sep 10 11:46:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.64, 4294.97
Wed Sep 10 11:46:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.64, 4294.97
Wed Sep 10 11:46:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.65, 4294.97
Wed Sep 10 11:46:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.65, 4294.97
Wed Sep 10 11:46:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.66, 4294.97
Wed Sep 10 11:46:08 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.66, 4294.97
Wed Sep 10 11:46:09 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.67, 4294.97
Wed Sep 10 11:46:10 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.67, 4294.97
Wed Sep 10 11:46:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.68, 4294.97
Wed Sep 10 11:46:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.68, 4294.97
Wed Sep 10 11:46:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.69, 4294.97
Wed Sep 10 11:46:14 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.69, 4294.97
Wed Sep 10 11:46:15 IST 2025, Tagging ..., <not set>, <not set>, 0.16, 288.70, 4294.97
Wed Sep 10 11:46:16 IST 2025, Tagging ..., <not set>, <not set>, 0.39, 288.70, 4294.97
Wed Sep 10 11:46:17 IST 2025, Tagging ..., <not set>, <not set>, 0.06, 288.71, 4294.97
Wed Sep 10 11:46:18 IST 2025, Tagging ..., <not set>, <not set>, 0.04, 288.71, 4294.97
Wed Sep 10 11:46:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.72, 4294.97
Wed Sep 10 11:46:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.72, 4294.97
Wed Sep 10 11:46:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.73, 4294.97
Wed Sep 10 11:46:22 IST 2025, Tagging ..., <not set>, <not set>, 2.02, 288.73, 4294.97
Wed Sep 10 11:46:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.74, 4294.97
Wed Sep 10 11:46:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.75, 4294.97
Wed Sep 10 11:46:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.75, 4294.97
Wed Sep 10 11:46:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.76, 4294.97
Wed Sep 10 11:46:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.76, 4294.97
Wed Sep 10 11:46:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.76, 4294.97
Wed Sep 10 11:46:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.77, 4294.97
Wed Sep 10 11:46:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.77, 4294.97
Wed Sep 10 11:46:31 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.78, 4294.97
Wed Sep 10 11:46:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.79, 4294.97
Wed Sep 10 11:46:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.79, 4294.97
Wed Sep 10 11:46:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.80, 4294.97
Wed Sep 10 11:46:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.80, 4294.97
Wed Sep 10 11:46:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.80, 4294.97
Wed Sep 10 11:46:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.81, 4294.97
Wed Sep 10 11:46:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.82, 4294.97
Wed Sep 10 11:46:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.82, 4294.97
Wed Sep 10 11:46:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.83, 4294.97
Wed Sep 10 11:46:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.83, 4294.97
Wed Sep 10 11:46:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.84, 4294.97
Wed Sep 10 11:46:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.84, 4294.97
Wed Sep 10 11:46:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.85, 4294.97
Wed Sep 10 11:46:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.85, 4294.97
Wed Sep 10 11:46:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.86, 4294.97
Wed Sep 10 11:46:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.86, 4294.97
Wed Sep 10 11:46:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.87, 4294.97
Wed Sep 10 11:46:49 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.87, 4294.97
Wed Sep 10 11:46:50 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.88, 4294.97
Wed Sep 10 11:46:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.88, 4294.97
Wed Sep 10 11:46:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.89, 4294.97
Wed Sep 10 11:46:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.89, 4294.97
Wed Sep 10 11:46:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.90, 4294.97
Wed Sep 10 11:46:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.90, 4294.97
Wed Sep 10 11:46:56 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.91, 4294.97
Wed Sep 10 11:46:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.91, 4294.97
Wed Sep 10 11:46:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.92, 4294.97
Wed Sep 10 11:46:59 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.92, 4294.97
Wed Sep 10 11:47:00 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.93, 4294.97
Wed Sep 10 11:47:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.93, 4294.97
Wed Sep 10 11:47:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.94, 4294.97
Wed Sep 10 11:47:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.94, 4294.97
Wed Sep 10 11:47:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.95, 4294.97
Wed Sep 10 11:47:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.95, 4294.97
Wed Sep 10 11:47:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.96, 4294.97
Wed Sep 10 11:47:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.96, 4294.97
Wed Sep 10 11:47:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.97, 4294.97
Wed Sep 10 11:47:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.97, 4294.97
Wed Sep 10 11:47:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.98, 4294.97
Wed Sep 10 11:47:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 288.99, 4294.97
Wed Sep 10 11:47:12 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.99, 4294.97
Wed Sep 10 11:47:13 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 288.99, 4294.97
Wed Sep 10 11:47:14 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.00, 4294.97
Wed Sep 10 11:47:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.00, 4294.97
Wed Sep 10 11:47:16 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.01, 4294.97
Wed Sep 10 11:47:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.02, 4294.97
Wed Sep 10 11:47:18 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.02, 4294.97
Wed Sep 10 11:47:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.03, 4294.97
Wed Sep 10 11:47:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.03, 4294.97
Wed Sep 10 11:47:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.03, 4294.97
Wed Sep 10 11:47:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.04, 4294.97
Wed Sep 10 11:47:23 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.04, 4294.97
Wed Sep 10 11:47:24 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.05, 4294.97
Wed Sep 10 11:47:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.06, 4294.97
Wed Sep 10 11:47:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.06, 4294.97
Wed Sep 10 11:47:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.07, 4294.97
Wed Sep 10 11:47:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.07, 4294.97
Wed Sep 10 11:47:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.08, 4294.97
Wed Sep 10 11:47:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.08, 4294.97
Wed Sep 10 11:47:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.09, 4294.97
Wed Sep 10 11:47:32 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.09, 4294.97
Wed Sep 10 11:47:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.10, 4294.97
Wed Sep 10 11:47:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.10, 4294.97
Wed Sep 10 11:47:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.11, 4294.97
Wed Sep 10 11:47:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.11, 4294.97
Wed Sep 10 11:47:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.12, 4294.97
Wed Sep 10 11:47:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.12, 4294.97
Wed Sep 10 11:47:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.13, 4294.97
Wed Sep 10 11:47:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.13, 4294.97
Wed Sep 10 11:47:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.14, 4294.97
Wed Sep 10 11:47:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.14, 4294.97
Wed Sep 10 11:47:43 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.15, 4294.97
Wed Sep 10 11:47:44 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.15, 4294.97
Wed Sep 10 11:47:45 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.16, 4294.97
Wed Sep 10 11:47:46 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.16, 4294.97
Wed Sep 10 11:47:47 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.17, 4294.97
Wed Sep 10 11:47:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.17, 4294.97
Wed Sep 10 11:47:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.18, 4294.97
Wed Sep 10 11:47:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.18, 4294.97
Wed Sep 10 11:47:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.19, 4294.97
Wed Sep 10 11:47:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.19, 4294.97
Wed Sep 10 11:47:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.20, 4294.97
Wed Sep 10 11:47:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.20, 4294.97
Wed Sep 10 11:47:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.21, 4294.97
Wed Sep 10 11:47:56 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.21, 4294.97
Wed Sep 10 11:47:57 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.22, 4294.97
Wed Sep 10 11:47:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.22, 4294.97
Wed Sep 10 11:47:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.23, 4294.97
Wed Sep 10 11:48:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.23, 4294.97
Wed Sep 10 11:48:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.24, 4294.97
Wed Sep 10 11:48:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.24, 4294.97
Wed Sep 10 11:48:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.25, 4294.97
Wed Sep 10 11:48:04 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.26, 4294.97
Wed Sep 10 11:48:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.26, 4294.97
Wed Sep 10 11:48:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.26, 4294.97
Wed Sep 10 11:48:07 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.27, 4294.97
Wed Sep 10 11:48:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.27, 4294.97
Wed Sep 10 11:48:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.28, 4294.97
Wed Sep 10 11:48:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.28, 4294.97
Wed Sep 10 11:48:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.29, 4294.97
Wed Sep 10 11:48:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.30, 4294.97
Wed Sep 10 11:48:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.30, 4294.97
Wed Sep 10 11:48:14 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.31, 4294.97
Wed Sep 10 11:48:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.31, 4294.97
Wed Sep 10 11:48:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.31, 4294.97
Wed Sep 10 11:48:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.32, 4294.97
Wed Sep 10 11:48:18 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.33, 4294.97
Wed Sep 10 11:48:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.33, 4294.97
Wed Sep 10 11:48:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.34, 4294.97
Wed Sep 10 11:48:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.34, 4294.97
Wed Sep 10 11:48:22 IST 2025, Tagging ..., <not set>, <not set>, 0.23, 289.35, 4294.97
Wed Sep 10 11:48:23 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 289.35, 4294.97
