DateTime, MainStage, SubStage, MetaData, CPU (%), Used Memory (MB), Max Heap (MB)
Wed Sep 10 10:21:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.79, 4294.97
Wed Sep 10 10:21:22 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.79, 4294.97
Wed Sep 10 10:21:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.80, 4294.97
Wed Sep 10 10:21:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.81, 4294.97
Wed Sep 10 10:21:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.81, 4294.97
Wed Sep 10 10:21:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.82, 4294.97
Wed Sep 10 10:21:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.82, 4294.97
Wed Sep 10 10:21:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.83, 4294.97
Wed Sep 10 10:21:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.83, 4294.97
Wed Sep 10 10:21:30 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.84, 4294.97
Wed Sep 10 10:21:32 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.84, 4294.97
Wed Sep 10 10:21:33 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.85, 4294.97
Wed Sep 10 10:21:34 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.85, 4294.97
Wed Sep 10 10:21:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.86, 4294.97
Wed Sep 10 10:21:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.86, 4294.97
Wed Sep 10 10:21:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.87, 4294.97
Wed Sep 10 10:21:38 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.87, 4294.97
Wed Sep 10 10:21:39 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.88, 4294.97
Wed Sep 10 10:21:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.88, 4294.97
Wed Sep 10 10:21:41 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.89, 4294.97
Wed Sep 10 10:21:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.89, 4294.97
Wed Sep 10 10:21:43 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.90, 4294.97
Wed Sep 10 10:21:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.91, 4294.97
Wed Sep 10 10:21:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.91, 4294.97
Wed Sep 10 10:21:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.91, 4294.97
Wed Sep 10 10:21:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.92, 4294.97
Wed Sep 10 10:21:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.92, 4294.97
Wed Sep 10 10:21:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.93, 4294.97
Wed Sep 10 10:21:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.93, 4294.97
Wed Sep 10 10:21:51 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 275.94, 4294.97
Wed Sep 10 10:21:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.95, 4294.97
Wed Sep 10 10:21:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.95, 4294.97
Wed Sep 10 10:21:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.96, 4294.97
Wed Sep 10 10:21:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.96, 4294.97
Wed Sep 10 10:21:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.97, 4294.97
Wed Sep 10 10:21:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.97, 4294.97
Wed Sep 10 10:21:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.98, 4294.97
Wed Sep 10 10:21:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.98, 4294.97
Wed Sep 10 10:22:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.99, 4294.97
Wed Sep 10 10:22:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 275.99, 4294.97
Wed Sep 10 10:22:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.00, 4294.97
Wed Sep 10 10:22:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.00, 4294.97
Wed Sep 10 10:22:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.01, 4294.97
Wed Sep 10 10:22:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.01, 4294.97
Wed Sep 10 10:22:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.02, 4294.97
Wed Sep 10 10:22:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.02, 4294.97
Wed Sep 10 10:22:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.03, 4294.97
Wed Sep 10 10:22:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.03, 4294.97
Wed Sep 10 10:22:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.04, 4294.97
Wed Sep 10 10:22:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.04, 4294.97
Wed Sep 10 10:22:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.05, 4294.97
Wed Sep 10 10:22:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.05, 4294.97
Wed Sep 10 10:22:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.06, 4294.97
Wed Sep 10 10:22:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.06, 4294.97
Wed Sep 10 10:22:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.07, 4294.97
Wed Sep 10 10:22:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.07, 4294.97
Wed Sep 10 10:22:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.08, 4294.97
Wed Sep 10 10:22:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.08, 4294.97
Wed Sep 10 10:22:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.09, 4294.97
Wed Sep 10 10:22:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.10, 4294.97
Wed Sep 10 10:22:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.10, 4294.97
Wed Sep 10 10:22:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.11, 4294.97
Wed Sep 10 10:22:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.11, 4294.97
Wed Sep 10 10:22:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.11, 4294.97
Wed Sep 10 10:22:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.12, 4294.97
Wed Sep 10 10:22:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.12, 4294.97
Wed Sep 10 10:22:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.13, 4294.97
Wed Sep 10 10:22:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.14, 4294.97
Wed Sep 10 10:22:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.14, 4294.97
Wed Sep 10 10:22:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.15, 4294.97
Wed Sep 10 10:22:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.15, 4294.97
Wed Sep 10 10:22:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.16, 4294.97
Wed Sep 10 10:22:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.16, 4294.97
Wed Sep 10 10:22:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.17, 4294.97
Wed Sep 10 10:22:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.17, 4294.97
Wed Sep 10 10:22:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.18, 4294.97
Wed Sep 10 10:22:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.18, 4294.97
Wed Sep 10 10:22:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.19, 4294.97
Wed Sep 10 10:22:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.19, 4294.97
Wed Sep 10 10:22:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.20, 4294.97
Wed Sep 10 10:22:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.20, 4294.97
Wed Sep 10 10:22:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.21, 4294.97
Wed Sep 10 10:22:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.21, 4294.97
Wed Sep 10 10:22:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.22, 4294.97
Wed Sep 10 10:22:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.22, 4294.97
Wed Sep 10 10:22:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.23, 4294.97
Wed Sep 10 10:22:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.23, 4294.97
Wed Sep 10 10:22:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.24, 4294.97
Wed Sep 10 10:22:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.25, 4294.97
Wed Sep 10 10:22:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.25, 4294.97
Wed Sep 10 10:22:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.25, 4294.97
Wed Sep 10 10:22:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.26, 4294.97
Wed Sep 10 10:22:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.26, 4294.97
Wed Sep 10 10:22:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.27, 4294.97
Wed Sep 10 10:22:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.28, 4294.97
Wed Sep 10 10:22:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.28, 4294.97
Wed Sep 10 10:22:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.29, 4294.97
Wed Sep 10 10:22:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.29, 4294.97
Wed Sep 10 10:23:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.30, 4294.97
Wed Sep 10 10:23:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.30, 4294.97
Wed Sep 10 10:23:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.31, 4294.97
Wed Sep 10 10:23:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.31, 4294.97
Wed Sep 10 10:23:04 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.32, 4294.97
Wed Sep 10 10:23:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.32, 4294.97
Wed Sep 10 10:23:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.33, 4294.97
Wed Sep 10 10:23:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.33, 4294.97
Wed Sep 10 10:23:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.34, 4294.97
Wed Sep 10 10:23:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.34, 4294.97
Wed Sep 10 10:23:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.35, 4294.97
Wed Sep 10 10:23:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.35, 4294.97
Wed Sep 10 10:23:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.36, 4294.97
Wed Sep 10 10:23:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.36, 4294.97
Wed Sep 10 10:23:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.37, 4294.97
Wed Sep 10 10:23:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.37, 4294.97
Wed Sep 10 10:23:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.38, 4294.97
Wed Sep 10 10:23:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.38, 4294.97
Wed Sep 10 10:23:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.39, 4294.97
Wed Sep 10 10:23:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.39, 4294.97
Wed Sep 10 10:23:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.40, 4294.97
Wed Sep 10 10:23:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.40, 4294.97
Wed Sep 10 10:23:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.41, 4294.97
Wed Sep 10 10:23:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.41, 4294.97
Wed Sep 10 10:23:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.42, 4294.97
Wed Sep 10 10:23:25 IST 2025, Tagging ..., <not set>, <not set>, 0.66, 276.43, 4294.97
Wed Sep 10 10:23:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.43, 4294.97
Wed Sep 10 10:23:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.44, 4294.97
Wed Sep 10 10:23:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.44, 4294.97
Wed Sep 10 10:23:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.45, 4294.97
Wed Sep 10 10:23:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.45, 4294.97
Wed Sep 10 10:23:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.45, 4294.97
Wed Sep 10 10:23:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.46, 4294.97
Wed Sep 10 10:23:33 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.47, 4294.97
Wed Sep 10 10:23:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.47, 4294.97
Wed Sep 10 10:23:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.48, 4294.97
Wed Sep 10 10:23:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.48, 4294.97
Wed Sep 10 10:23:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.49, 4294.97
Wed Sep 10 10:23:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.49, 4294.97
Wed Sep 10 10:23:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.50, 4294.97
Wed Sep 10 10:23:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.50, 4294.97
Wed Sep 10 10:23:41 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.51, 4294.97
Wed Sep 10 10:23:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.51, 4294.97
Wed Sep 10 10:23:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.52, 4294.97
Wed Sep 10 10:23:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.52, 4294.97
Wed Sep 10 10:23:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.53, 4294.97
Wed Sep 10 10:23:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.53, 4294.97
Wed Sep 10 10:23:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.54, 4294.97
Wed Sep 10 10:23:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.54, 4294.97
Wed Sep 10 10:23:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.55, 4294.97
Wed Sep 10 10:23:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.55, 4294.97
Wed Sep 10 10:23:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.56, 4294.97
Wed Sep 10 10:23:52 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.56, 4294.97
Wed Sep 10 10:23:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.57, 4294.97
Wed Sep 10 10:23:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.58, 4294.97
Wed Sep 10 10:23:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.58, 4294.97
Wed Sep 10 10:23:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.58, 4294.97
Wed Sep 10 10:23:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.59, 4294.97
Wed Sep 10 10:23:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.59, 4294.97
Wed Sep 10 10:23:59 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.60, 4294.97
Wed Sep 10 10:24:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.61, 4294.97
Wed Sep 10 10:24:01 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.61, 4294.97
Wed Sep 10 10:24:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.62, 4294.97
Wed Sep 10 10:24:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.62, 4294.97
Wed Sep 10 10:24:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.63, 4294.97
Wed Sep 10 10:24:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.63, 4294.97
Wed Sep 10 10:24:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.64, 4294.97
Wed Sep 10 10:24:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.64, 4294.97
Wed Sep 10 10:24:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.65, 4294.97
Wed Sep 10 10:24:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.65, 4294.97
Wed Sep 10 10:24:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.66, 4294.97
Wed Sep 10 10:24:11 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.66, 4294.97
Wed Sep 10 10:24:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.67, 4294.97
Wed Sep 10 10:24:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.67, 4294.97
Wed Sep 10 10:24:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.68, 4294.97
Wed Sep 10 10:24:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.68, 4294.97
Wed Sep 10 10:24:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.69, 4294.97
Wed Sep 10 10:24:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.69, 4294.97
Wed Sep 10 10:24:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.70, 4294.97
Wed Sep 10 10:24:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.70, 4294.97
Wed Sep 10 10:24:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.71, 4294.97
Wed Sep 10 10:24:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.72, 4294.97
Wed Sep 10 10:24:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.72, 4294.97
Wed Sep 10 10:24:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.72, 4294.97
Wed Sep 10 10:24:24 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 276.73, 4294.97
Wed Sep 10 10:24:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.73, 4294.97
Wed Sep 10 10:24:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.74, 4294.97
Wed Sep 10 10:24:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.74, 4294.97
Wed Sep 10 10:24:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.75, 4294.97
Wed Sep 10 10:24:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.76, 4294.97
Wed Sep 10 10:24:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.76, 4294.97
Wed Sep 10 10:24:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.77, 4294.97
Wed Sep 10 10:24:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.77, 4294.97
Wed Sep 10 10:24:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.78, 4294.97
Wed Sep 10 10:24:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.78, 4294.97
Wed Sep 10 10:24:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.78, 4294.97
Wed Sep 10 10:24:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.79, 4294.97
Wed Sep 10 10:24:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.80, 4294.97
Wed Sep 10 10:24:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.80, 4294.97
Wed Sep 10 10:24:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.81, 4294.97
Wed Sep 10 10:24:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.81, 4294.97
Wed Sep 10 10:24:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.82, 4294.97
Wed Sep 10 10:24:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.82, 4294.97
Wed Sep 10 10:24:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.83, 4294.97
Wed Sep 10 10:24:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.83, 4294.97
Wed Sep 10 10:24:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.84, 4294.97
Wed Sep 10 10:24:46 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.84, 4294.97
Wed Sep 10 10:24:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.85, 4294.97
Wed Sep 10 10:24:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.85, 4294.97
Wed Sep 10 10:24:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.86, 4294.97
Wed Sep 10 10:24:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.86, 4294.97
Wed Sep 10 10:24:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.87, 4294.97
Wed Sep 10 10:24:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.87, 4294.97
Wed Sep 10 10:24:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.88, 4294.97
Wed Sep 10 10:24:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.88, 4294.97
Wed Sep 10 10:24:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.89, 4294.97
Wed Sep 10 10:24:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.89, 4294.97
Wed Sep 10 10:24:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.90, 4294.97
Wed Sep 10 10:24:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.91, 4294.97
Wed Sep 10 10:25:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.91, 4294.97
Wed Sep 10 10:25:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.92, 4294.97
Wed Sep 10 10:25:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.92, 4294.97
Wed Sep 10 10:25:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.92, 4294.97
Wed Sep 10 10:25:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.93, 4294.97
Wed Sep 10 10:25:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.93, 4294.97
Wed Sep 10 10:25:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.94, 4294.97
Wed Sep 10 10:25:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.95, 4294.97
Wed Sep 10 10:25:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.95, 4294.97
Wed Sep 10 10:25:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.96, 4294.97
Wed Sep 10 10:25:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.96, 4294.97
Wed Sep 10 10:25:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.97, 4294.97
Wed Sep 10 10:25:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.97, 4294.97
Wed Sep 10 10:25:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.98, 4294.97
Wed Sep 10 10:25:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.98, 4294.97
Wed Sep 10 10:25:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.99, 4294.97
Wed Sep 10 10:25:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 276.99, 4294.97
Wed Sep 10 10:25:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.00, 4294.97
Wed Sep 10 10:25:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.00, 4294.97
Wed Sep 10 10:25:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.01, 4294.97
Wed Sep 10 10:25:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.01, 4294.97
Wed Sep 10 10:25:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.02, 4294.97
Wed Sep 10 10:25:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.02, 4294.97
Wed Sep 10 10:25:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.03, 4294.97
Wed Sep 10 10:25:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.03, 4294.97
Wed Sep 10 10:25:25 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.04, 4294.97
Wed Sep 10 10:25:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.04, 4294.97
Wed Sep 10 10:25:27 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 277.05, 4294.97
Wed Sep 10 10:25:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.05, 4294.97
Wed Sep 10 10:25:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.06, 4294.97
Wed Sep 10 10:25:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.06, 4294.97
Wed Sep 10 10:25:31 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 277.07, 4294.97
Wed Sep 10 10:25:32 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 277.07, 4294.97
Wed Sep 10 10:25:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.08, 4294.97
Wed Sep 10 10:25:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.09, 4294.97
Wed Sep 10 10:25:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.09, 4294.97
Wed Sep 10 10:25:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.10, 4294.97
Wed Sep 10 10:25:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.10, 4294.97
Wed Sep 10 10:25:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.11, 4294.97
Wed Sep 10 10:25:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.11, 4294.97
Wed Sep 10 10:25:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 277.12, 4294.97
